Tweet,Label
離我家不算遠,Neither
看到一身咖喱味的阿叉真的有点反胃,Hate-speech
今天去吃了，没啥新意…酸笋是酸笋，鸡肉是鸡肉,Neither
RT : 2021-06-15 日本银河系快讯👇 ,Neither
台蛙連省級概念都不懂，國際關係蛙懂根毛線。帶不出門的生物。,Hate-speech
「我不努力也能有過得去的生活（再強調是生活，不是生存）」的社會,Neither
五台山抓假和尚。推上抓假B吗？,Neither
黑猩猩他不懂人的語言要讓他懂得厲害關係的辦法，就是要讓他知道你有個更大的拳頭因為拳頭Fisted hand是他唯一認識的東西也是他的信仰民主的底線是自由和人權，但這並不妨礙我們在底線的範疇之內，讓他也嘗嘗拳頭的滋味,Neither
原来还是个轮子！👿,Abusive-only
你把介壳虫舔干净，不是不可以重新进口的，台蛙蛙。但是有虫菠萝，多巴胺猪肉，核水鱼生你们还是留着吃好不要饿着农民们,Abusive-only
你们就是一个破加工厂给你们屌的不行？核心技术也没有？有本事你问问台商愿不愿意走？怎么不搬回台湾？台蛙的智商是真他妈低,Hate-speech
除了一个被你们小鬼子颠倒是非的天安门事件。还有什么可以说的？能不能别出来丢人现眼了，我要是小日本的切腹自尽了 ,Hate-speech
如果它的二子也被黑警施暴，它会是什么反应？没人性的港渣,Hate-speech
可怜的莱克多巴蛙，新疆的少数民族出生率，人口增长率都比台蛙高，所以台湾民进党在进行种族灭绝，马上都变成鲑鱼了,Abusive-only
骂人也是文化，你这莱蛙真就无知。春秋中就有记载尔母婢。孔圣人也说 非人哉。唐书中更有吃狗屎的高丽这种词句。台巴贱畜又怎会知晓。,Hate-speech
反贼一秒前：中国政府不能代表中国人，这是绑架......一秒后：我代表香港人，新疆人，澳门人，内蒙人，台湾人，西藏人反抗中国政府！我代表全世界讨厌中国！ ,Neither
這是台灣 ，精打細算 ，在收與放之間， 取得一個平衡點 ，難怪 ，中國人 沒腦袋!I,Hate-speech
幸福的台湾人 ,Neither
RT : 补一下之前删掉的 ,Neither
唔係叫你飲鬼佬廿四味呀 ,Neither
上流戰爭好狗血🥲心好累🥲,Neither
一个连自己的纪念日都搞得人心惶惶的组织，可想而知，他做了多少亏心事。就连他自己都没底还能存活多久！这不就是典型的邪教特征吗？,Neither
RT : 当然不会被吓倒，都等着带路灭共呢！ ,Neither
战争跟种族灭绝是两回事。那穆斯林之间还互相打仗呢？难道每次打仗都是以灭绝对方为目的？不都是抢地盘吗,Neither
哈哈哈哈台巴賤畜玻璃心又碎了哈哈哈哈，,Hate-speech
自信点，美国政府，你怕啥，你咋就不敢跟黑人干一架呢,Neither
不瞒你说第一次吃这我还是在德国琉森吃的一家越南人开的米粉店连吃了2天,Neither
在中國的神話傳說中，人死之後要過鬼門關，經黃泉路，在黃泉路和冥府之間，由忘川河劃之為分界。忘川河水呈血黃色，裏面盡是不得投胎的孤魂野鬼，蟲蛇滿布 ...,Neither
網友感慨：緬甸的和尚在街頭為民眾遮擋箭矢！天朝的禿驢在夜店推杯換盞紙醉金迷！真假和尚，真假修行，一看便知！！,Abusive-only
印度人直拍⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯是我可以免費看的東西嗎⋯⋯⋯⋯⋯⋯,Neither
台蛙有自由不吃美国猪肉吗？,Abusive-only
穆斯林人类文明的毒瘤，有穆畜的地方就有战争，有屠杀！抵制穆畜人人有责！,Hate-speech
炸雞鬆餅三明治經典啊^_^我以前餐廳也做過XD ,Neither
这位大佬真实人间清醒哈哈哈哈哈还很一针见血,Neither
好耶！壞咬咬被咬咬圍毆(⸝⸝⸝´꒳`⸝⸝⸝)（？,Neither
口说无凭 中国疫苗世界上最好的疫苗 印度人还没死绝？？？请偿还四名中国军人的生命 低种姓全死,Hate-speech
一首曲子在中华文化中无足轻重。莱蛙把一首曲子当成所有中华文化，是蠢呢，还是只是因为是台巴贱畜？,Hate-speech
超酷www沒想過原來還有這種故事,Neither
RT : 高中女生脱下的篮球袜，味道没得说，爆射 #棉袜 #打膠 ,Abusive-only
RT : Facebook更新的圖片比較大張～💚 ,Neither
美国推着印度当炮灰，印度人其实并不傻，它只要美国的援助资金，才没兴趣真的去打,Neither
一些很负面事情，一些香港人希望近期内发生，如果真的发生，会对香港很不好，对党中央很好；而他并没有发生，却又造成香港人很大的心理落差这样有一段时间了要么认知偏差，要么被人忽悠了，要么心理出毛病了,Neither
来了个黑人又走了的是白宫...,Neither
求你别回台湾了,Neither
又不是中国人，这是个越南人,Neither
这个类似于都用汉字，台湾的❤️里有心，大陆的❤️心没了……台湾人的仁爱之心，大陆人难以企及。我骑车环岛离开时要打包单车去机场，出租车拉不了，单车店邂逅小伙主动开他店里的小货车送我去机场，半路上碰到路边一卖栀子花姑娘，小伙驻车全部买下，我问为…,Neither
Nightmare是現場演唱功力很強的一個樂團，特別是特咲人的速彈、Tapping、slapping等等的技巧非常卓越，受到很高的評價。,Neither
去你妈的印度阿三！（fku indian）,Hate-speech
又来民主和独裁啦？你在狗国什么地位不知道？尼哥都比你高一等呢。还她妈的臭逼张口就来民主和独裁，你有大选票权？最后谁上台不是看那270张票？嚷嚷你妈逼啊,Hate-speech
路大头分析的是党国，映射是现在的喜国。,Neither
阻尼 应该是阻止尼哥的意思 讽刺现在广州没护照黑下来黑人多  尼哥之城,Abusive-only
为什么总是从最恶意的角度去看所有和黑人有关的新闻,Neither
身材很好，很健美。我以为越南人女孩子都比较娇小一点。看来是我的刻板偏见了。,Neither
这位老兄向黑人喷口水，结果。。 ,Neither
德成，你和石议员的事情我搞不清楚。但凡沾上盛雪的没好事，要么同流合污，要么傻乎乎，被巧言令色迷惑。郑先生是厚道仁慈的香港人，大陆流氓男女的真实面目他们看不清。其实你不必那么认真去进言。记得是你辛苦把天安门三君子的其他两位及… ,Neither
印度人神仙原來還在😊,Neither
也能這樣喔～,Neither
反正我不喜歡中國人信基督教。上帝是黑頭髮、黑眼睛的中國人嗎？中國人出現的時候，上帝出現了嗎？,Neither
不可能，黑畜的智商太低，没动手就给灭了！,Hate-speech
和尚也被小鲜肉 翘臀迷住了 ,Neither
我係南越人（舉爪,Neither
我猜你应该是在特朗普的“谎言墙”上获得的消息？不是一家人不进一家门美国这样的造谣国和你这样的造谣者真是绝配祝你早日街头被黑鬼乱枪打死,Hate-speech
網路平台販售「別開槍 我不是中國人」T恤 中媒氣罵：歧視中國人 - 新頭殼 ,Neither
汉奸来了。别抄了点东西胡扯了。语言，方言和官话有不同的定义，找本王力先生的汉语音韵看看。连人话都看不明白。有必要搭理你吗？你自己使用的语言叫汉语，写的叫汉字，“支那”… ,Abusive-only
逻辑，逻辑！不能去，不是没有去。“不能去”是判断，“没有去”是结果。,Neither
又是你，想做鬼佬的香蕉人，叛徒、二鬼子永远比鬼子更狠毒，当年日本鬼子中剖腹杀婴就是这些的人干的。,Abusive-only
我的peer pressure主要来自于看你们一个个玩的这么欢，而我只能过和尚搬的生活,Neither
火系魔法小匣子（x)60年代鎏金女性隨身小煙盒✨🦋有一說一，以前的東西做的都好精細 ,Neither
老妈下午出门忘拔钥匙，回来后一碰钥匙发现钥匙孔里断了一小截，不愧是和谐善良的邻里关系。 ,Neither
疫情刚发生，特朗普就讲美国有特效药、有疫苗、白人不会感染…深思极恐啊！,Neither
維尼哥又被嘲諷惹~,Neither
瘦肉精是給豬吃的，現在台巴賤畜也吃瘦肉精，即台巴賤畜=豬，台巴賤畜叫拜登爺爺，即拜登是豬的爺爺，即拜登=豬，這他的拜登能樂意？,Hate-speech
搞不好不錄用嘖嘖,Neither
告了再說。勞動仲裁。好多鬼佬也是告那些無良中國公司的。尤其是外教類的。,Abusive-only
哈哈哈鍵盤精神白人,Neither
廢物 忠誠廢物特首 出糧出咗過千萬日日喺度講廢話 帶番個口罩呢最襯你 妖魔鬼怪 鄭月娥  啲錢係納稅人嘅 你講嘢你粗口更難聽 人哋都 你係禍害香港人嘅最成功嘅女士鄭月娥你係第一名禍害廢物特首 辛丑年 香港人今天真係多謝你 一眼睇曬… ,Neither
就让白左和黑畜使劲叫唤吧,Hate-speech
走了一圈，阿叉无药可救，你们是世界第一强国，快点毁灭吧！走好，不送,Hate-speech
国民党堪称百年烂党，打日本人不行，打内战不行，居然跑到台湾，让民进党又不给干败了Grinning face with smiling eyes，怎一个烂字了得？！,Neither
香港人大概會跟你說別被刻板印象騙了😂😂不過的確普遍而言香港是比較多英文水平高的人，畢竟我們從幼稚園就開始學英文了～不過中文應該還是台灣人比較好，因為你們講和寫的用字差不多，平時就講習慣了，所以寫文章應該是比香港人更… ,Neither
怎么还给尼哥鞠躬啊,Abusive-only
来个漂亮妹崽！！！,Neither
严格意义是 黨奴没活儿干了～ 民国Flag of Taiwan再高度依赖廉价越南人菲律宾人不道德！有多大底气接多大活儿，莫要强求！,Neither
人类日常无聊，好烦，现在有那么一点点搞不清楚自己的定位，不管是做s还是m都没有想象中快乐，想欺负可爱的弟弟们，又不想约调，找个合口味弟弟好难哦 ,Neither
澳大利亚，地广人稀，最想占领澳大利亚的人群是印度人。如果印度发动3亿人武装登陆澳大利亚，五眼联盟根本来不及造子弹和导弹。,Neither
耗上几年，印度人会被美国拖入到印度洋,Neither
北京海淀可以吗,Neither
俺嚼着，这只黑猩猩比某些人更懂得感恩。,Neither
老哥这饱和度挺高的   有点艳😃,Neither
RT : 纽约又有亚裔被袭，前晚在曼哈顿，一黑女用锤子打两亚裔女性，因她们戴口罩，凶犯尚未抓获。上周有黑人无故殴打路人致昏迷送医，之前61岁华裔马厨师被黑人踢致头部重伤。黑人杀黑人、打华人，那些高调黄命贵的杨安泽、林书豪等左疯怎么不吭声抗议？那些伪君子…,Neither
李老师的逻辑是，只有考察24亿每一个穆。才有能力得出穆畜的结论？有心魔的是你。按照李老师的逻辑，你连新疆都没待过，怎么能知道新疆的不是穆畜？,Hate-speech
今天看书，里面提到Bonobo这种黑猩猩 是 face-to-face genital sex 并且是除人类以外唯一可以舌吻的动物。这一块儿内容的分类统称为Sociosexual behaviour. 谷歌查了一下，画面有点儿刺激…… 最后总结：原来黑猩猩也会双修…… （对不起，狗文贵的毒中得太深……）,Neither
你们这些低智商台蛙,Hate-speech
晕死！言外之意，不是洋垃圾就可以超国民待遇？漏洞,Abusive-only
RT :   如果香港女人係唔願意生仔作為潮流嘅話，咁就真係唔可以怪同埋睇唔起嗰啲娶大陸老婆生一大堆仔女嘅肺老囉！更加唔可以睇唔起嗰啲願意生仔女嘅大陸婆，分分鐘第時喺安老院養老嘅時候就係佢哋嗰班肯生仔…,Neither
被迫害致肠梗阻、吐血　昆明李文波要求保外就医昆明市法轮功学员李文波，目前被非法关押在云南省第一监狱，经常反胃，有时还吐血，今年一月因情况严重，被送到监狱管理局中心医院，经诊断患有高位肠梗阻、胃肠道出血等疾病。李文波向监狱要求保外… ,Neither
RT : 香港人應得這個獎，期待著……🇭🇰🇭🇰🇭🇰🇭🇰🇭🇰 ,Neither
欧盟印度人分歧很大，要有马拉松的准备。祝愿修成正果。,Neither
台灣咁多大陸人浸透，逮介出境啦,Neither
说实话，陈秋实真的是个不错的公民记者，报道客观，某时报采访他给他挖坑也全部避开了，而且敢在封城前重的时候进入武汉，比某些整天哇哇叫的轮子和反贼不知道高到哪里去了,Abusive-only
不要低估日本鬼子认爹的能力。,Hate-speech
滯臺支那狗猽黨還許多臺灣人相信它們 農民更多 政府真的無須浪費時間援助牠們!養老鼠咬布袋,Hate-speech
我们支持香港🇭🇰选举法案通过，你们这些台蛙不看看殖民时期的香港有民主选举吗？不也是英国分子管香港吗，本地香港人有选举吗？印度，南非在英国殖民统治时期黑人有尊严吗？有选举权吗？,Abusive-only
RT : 亲亲 ,Neither
誰再給那些洋垃圾超國民待遇，誰就是民族的罪人 ,Hate-speech
再加些情趣用品就完美了,Neither
😂😂😂😂😂你敢對號入座嗎？！ ,Neither
日本人是真的好喜欢三国志啊，各式各样的三国主题游戏，各式各样的改编。改就改了，刘关张三位美少女是他喵的什么奇葩设定啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！！,Neither
什么🐧黑卡,Neither
NPR报道Oakland日益增多的亚裔被（黑人为主）袭击，采访的一位社区领袖说,Neither
之前我寻思蓝军是模拟外军应该是全英文指令，结果一看两边都是中英混杂，估计是某些特定指令直接采用了国际通用英文指令,Neither
如果我有看一定也提早瘋掉wwwwww,Neither
大放厥词！我们的内政不需要，你们无端的干涉和指责。请管好你们自己的黑人问题。不要让黑人无法呼吸。,Neither
练腿多了欲望会很强,Neither
深度剖析越共和中共3依靠人民和利用人民两场类似的战争，越南最后一战，西贡战役。在南越政府行将垮台之际，越南人民军包围了西贡，近百万南越难民扶老携幼逃出城去，当时越军两个主力师在西贡以北设置帐篷，备足粮食，安置西贡逃出来的难民33万人。只有数百人因急病而死,Neither
為國捐軀，維尼與你同在。,Neither
可愛死了！這麼快就會爬樓梯😍😍😍#bentleycartierO ,Neither
越南猴子，当年美帝越战的时候怎么没把你们灭光,Hate-speech
轮子们急了，急了。帮男主人咬邻居，结果咬到女主人了，被女主人一顿揍。你看看你川普爹会不会救你们?等着这四年间被民主党赶出去吧！在中国被共产党赶走，在美国被民主党嫌弃。信法轮功的人狗都不理！信大妓院的人脑子有病！,Hate-speech
越看越过瘾，这小姑娘不畏强暴勇敢反击，只可惜没能让黑畜牲清醒……,Hate-speech
还有很多平民的儿女都觉得自己是国家养育的，唱歌唱出真感觉，所以和尚念经是有用的,Neither
信轮子的都被火烧过是吧，一群脑瘫，真觉得你们这劳什子法轮功真能让你永生不死啊？我也没看到谁信了轮子不被感染的,Hate-speech
那你别管，你只要知道台蛙是孙子就行了，,Abusive-only
世卫不是有过溯源调查吗？ 西欧不是有早于武汉感染死亡的病例吗？   自己从心里排斥中国看不见很正常！再说了亚裔人种别人分不出，小心被自己造的谣伤害！  总有人觉得自己是香蕉人  ，白人就会喜欢你！殊不知你们往中国造的谣会反噬到自己身上,Neither
坚决维护习近平总书记党中央的核心、全党的核心地位，坚决维护党中央权威和集中统一领导。带头做到“两个维护”，是加强中央和国家机关党的建设的首要任务。反对吴祚来“复辟帝制”系列谣言信息、杜绝“复辟帝制”#吴祚来 ,Neither
⚠️香港開埠181年最黒暗歳月⚠️吳靄儀：【點解要「串謀」？】砌詞捏控‼️ ,Neither
哈哈哈花花很形象了，美人都是香香的😚🤗,Neither
地球就是中国的。so?,Neither
我不反对女性去追求自己所喜爱的人和物，但是这种就真的太恶心了。生黑种？脑子秀逗瓦特了吗？你以为你的黑爹会给你和孩子一个好的生活环境？美国前总统奥巴马，他的人生经历里有过父亲的陪伴吗？奥巴马才生下来没多久，就出去乱搞。还有多少NBA… ,Hate-speech
那还行，我不吃猪肉，不吃凤梨不买日本食物就行，哪像可怜的大陆人吃40块钱的淋巴肉,Neither
请你多去福岛吃土特产，多喝福岛水，善良的小日本鬼子,Hate-speech
脸被抽肿了就打滚，我看你也是越南猴子的种，所以才在中国领土上搞风搞雨，啧啧啧,Hate-speech
沒錯、中共國要與中國人分開人權與自由是國際所有人的基本權利。中共國已經破壞人權與自由如同流氓、談是沒有用的。中共國如果武器強過所有國家，也就是說，所有國家都是中共國的奴隸了。以後所有國家都需聼中共國的話、從此沒有何謂對話。,Neither
又一條韭菜🤣任你賺到幾錢幾愛国，當有需要時就會「被自殺」、「被犯罪」，国家充公所有🤣政治獻金更加笑死人啦，真係以為香港人好窮？每年捐嘅錢分分鐘都多過你賺嘅🤣,Neither
瑞士不愧是高级文明国家，有母乳料理和精液料理，可见我的创象思想精子食物是走在时代最前沿的，，，,Neither
这个东西吧，你想找谁抬扛就直接找那个具体的人，往死里怼他，不然显得自己贼傻逼。跟轮子一样,Hate-speech
爱你😘😘 ,Neither
RT : 黑人青年女活动家欧文斯：媒体制造了暴民 暴民统治了社会 ,Neither
白人早年当然拿黑人当奴隶，不过至晚在1870年以后就解放黑奴了，但而中国直到1911年老百姓见到皇权还自称奴才。比啥… ,Neither
全程帶面具，何時有過臉啊,Neither
中文版小编是台蛙，😂，都是赚稿费，别太当回事。,Abusive-only
我原本覺得超怪都是被曜曜傳染啦！（怎麼怪人家 ,Neither
王炳忠早就想幹掉他了？😬 ,Neither
還是希望鬼佬們不要再插足我們的事情,Abusive-only
按daily infection rate来算意大利也差不多吧，一样安全啦（？）,Neither
你要是比烂，那我就无话可说了，说一个女人多么不好，嘿~ 她总比XX婊子、妓女强多了，那我还说什么呢？就不论蒋介石的决策水平，槽点太多。就说他一个大男人天天写日记，写的都是一些儿… ,Abusive-only
一键美颜，你，值得拥有,Neither
是下面的軌道會傳送電力給電車嗎,Neither
蔡英文，苏贞昌，陈时中铁定没打吧？可怜的台蛙民众,Abusive-only
对，美国就是中国的傀儡国，拜登下台之前民主党将会改名为共产党，并且默认中国收回台湾。2024年后美国将会被中国合并，所有法轮功邪教和反华势力都会被抓起来公审，特别是特朗普的团队和粉丝抓到就枪毙。,Neither
突然覺得圖片好大啊幹XDDD大家可能要自己縮一下(被自己的蠢笑死,Neither
这就是舔鬼佬屁眼，还舔出香味来了🤣🤣🤣,Abusive-only
美国的事，别想扣帽子，滚去看新闻，傻逼日本鬼子。,Hate-speech
为什么支那人会这样呢？其实你支会这样呢，你仔细看过他们骂的内容，很多都是无理取闹，比如你送了10个人头，但你有一次操作失误了，被他看见，他就疯狂喷你，或者你知道现在没办法上去，结果他水平太低觉得可以上，结果死了，又赖你，说白就是给自己先洗个地，用你的一个操作失误，掩饰他全局的菜,Abusive-only
RT : 然後蘋果因為國安法前的新聞報導面臨抓捕清盤倒閉 ,Neither
不一样的配方，一样的味道，港废也是这个版本，哈哈！,Hate-speech
RT : 他不靠那40万，但是靠着自己的公职捞了不知道多少个四十万,Neither
魔鬼当道。每年花九万块钱请来的黑畜留学生，就是为了骚扰，性侵中国女生的。,Hate-speech
国内有些地方已经开始打疫苗发钱了，这真的好吗？以后谁会积极去打啊，都想等到发钱的时候😱 ,Neither
我沒吃過，也不相信是中國菜。有好事者日本人考證，18xx年鴉片戰爭後廣東人帶到美國，美國再傳到日本世界各地。,Neither
帮支那人就是肉包子打狗,Hate-speech
RT : 普通中学的五悠酱 ,Neither
笑死老子 日本鬼子还是搞笑啊 我寻思你白皮爹当爹也就算了 毕竟蘑菇给你们民族炸成傻逼了 怎么我们新疆棉产业一片大好人民增收安居乐业让你们想起你们尼哥爹了 太好孝了,Hate-speech
越南猴子基本都是脑瘫，之前和朋友去KTV，一个越南猴子居然拿一瓶啤酒说送给我们的美女同事，不要之后就在门口发酒疯，傻逼玩意,Hate-speech
"突然想起an的橫跳我記得妳跳不太起來...""",Neither
一个社会中人权的进步不可能是齐头并进的。我们无法想象在美国的男白人没有获得选举权的情况下，会有妇女，黑人选举的可能。如果在白人普选权落实之前去美国发动一场blm，其精神固然高远，其结果必然是徒劳。在今天中… ,Neither
去你媽的印度阿三，吃牛糞去吧,Hate-speech
那个江峰漫谈。有一期节目讲的就是方志敏。把它活生生的描述成了一个只会打家劫舍的土匪。这个死轮子。,Abusive-only
我支持台蛙的少男少女们学瑞典环保少女斗士一样，放弃学业，天天上街去批判社会，批判政府。因为台蛙的幼儿园小朋友心智都已经非常成熟，是非观非常准确，看问题非常透彻。,Abusive-only
你知道的印第安人的事难道不都是美国人、白人讲出来和反思出来的吗？如果白人像中共隐瞒大饥荒、把人祸诬称为自然灾害去隐瞒，… ,Neither
有这样的老婆吗 ,Neither
妈的，谁能宰了这个尼哥,Hate-speech
黑人问号… 大跌之后强势反弹？,Neither
强国人已经馋的不行了,Neither
别扔！高价卖给台蛙！,Abusive-only
我媽媽也是南越人！只是不是住在都市，比較偏鄉下ㄉ地方☺,Neither
这种不能算是戏称了吧，就像说台湾人是台蛙一样很不尊重。,Neither
h&m还是要买的，便宜量又足。我认识一些穆斯林朋友都挺不错的，他们的困境多少有些理解，在内地生活工作的确会被区别对待。我认为被区别对待不只是他们，农村人，HIV患者，乙肝患者，lgbt等等，只是程度有所不同罢了。现在的情况是，少数民族要“积极融入”才能混的好，如果不融入就会过的很困难。,Neither
RT : 狗宝无师自通录了视频教你咋游泳🤪😜 ,Neither
这条推不是轮子就是台蛙发的,Abusive-only
我说反贼也好台蛙也好总的先搞清了吧 是你野爹求着中共去的,Abusive-only
您是劣質酒喝多了吧？睜眼看看即使在大陸淪陷區哪個台商活得比你們中國人差了，200台幣就隨便嫖你母女。就你這德行賣勾子豬都嫌你髒。,Hate-speech
维吾尔族活的比你们日本鬼子好多了至少他们不会喝核废水。,Hate-speech
RT : 你必須知道疫苗會給你帶來什麼影響？(2/4)⚠️疫苗『添加』了什麼？🧲 ,Neither
RT : Music 担任了《Sukida Sukida Sukida》的C位，跳舞得非常精彩。请大家多多支持。观看点击 ,Neither
海外这些民运的垃圾跟轮子一样都是一丘之貉,Hate-speech
这么计算的话应该是苏州和南京,Neither
中华民国是中国人建立的，不是台湾人,Neither
台巴子就是台巴子。为什么我们管台蛙人叫台巴子？因为台巴子就是彻头彻尾的巴子。自己东西品质稀烂，提出一年了不知道改进，然后怪腔怪掉的怪别人不买，还道德绑架台蛙农民伯伯。台巴子烂的一塌糊涂,Hate-speech
RT : 微软越来越 open 了，从下面这个 Windows 11 的桌面图可以看得出来，微软都把整个桌面都换做成 Linux 的了……🐶🐶 ,Neither
香港人名/組合名不嬲千奇百趣？🙊🙈,Neither
RT : 端午节，五台山，五爷庙，韭菜们，拜佛祖，求财富，这样的佛祖是最大的贪污腐败分子🤭 ,Neither
RT : 最新：美国里根号航母战斗群进入南海。 ,Neither
大陸鬼好關心我香港，所以：1. 迫聯合國唔比我香港人自決2. 東江水不斷坐地起天價3. 強迫英國佬拆除自己聲稱擁有嘅九龍寨城4. 屢次反對英國佬喺我香港推行民主改革所以，我香港人唔准移民，只… ,Neither
对啊，想不通，那么看不上越南语越南人，为什么要来吃越南菜，神经病哦,Neither
印度人腦力總量已經夠可怕了，但還有很多未開發的潛能,Neither
"RT : 军队是你的,法院是你的,警察是你的,石油是你的,企业是你的,工厂是你的,学校是你的,教科书是你的,银行是你的,医院是你的,公路是你的,报纸是你的,土地是你的,老子用一辈子的辛苦劳动买套房最终还是你的,你却说我是这个国家的主人........... ht…",Neither
RT : 2021年3月18日，一女子到四川省开江县金山寺拜佛，因自带香烛没有在寺庙买香，结果香被僧人扔掉，女子欲讨说法竟被僧人辱骂！我自从读了法轮功的经文后，尤其是《转法轮》，把家里其他一些不明不白的“像”也给丢掉了，自从获得真正的佛法，明智开慧…,Neither
現場的中國同胞應該高喊打倒日本鬼子！然後砸了日本車！這樣才叫愛國,Abusive-only
安倍接待川普，在球场摔一跤，轮子们怎么不出来嘲笑？轮子都死妈了。,Hate-speech
RT : 好可愛🥺🥺🥺cr. unquelityz#sheltiebentley ,Neither
大纪元就是法轮功李洪志在美国的支持下，专门抹黑中国的邪恶组织报！其成员天天梦想着做神癫！甘受别人摆布的愚昧之人！专门靠抵毁自己的母国，抹黑中国人的勾当，摇尾乞怜，博取那些反… ,Neither
脑子有病台蛙人?十八公斤凤梨没吃够?再多吃点香蕉啊！等看看你们台蛙还有哪些水果检验不过关的😊，记得多吃点莱猪，补补脑😊,Hate-speech
今天游泳又碰见一个尼哥，臭味大＋用了很多香料＋碳黑＋肥胖。可把我恶心坏了，还没下水就闻见扑鼻臭味。天朝原来引进的就是这种高端人才啊！天朝一年统招的大学生才800万，你却要给留学生50万名额，真是宁与友邦，不与家奴。即使通过发钱… ,Hate-speech
什么呀,Neither
黑畜和歐洲白畜之腦指數都非常低(6.38和6.50)，而且這兩個牲族腦指數差異也不大。,Hate-speech
正在滑向深渊的日本和日本鬼子，没有一个亚洲国家喜欢日本，韩国，菲律宾等等。 ,Hate-speech
在傳說中龍主要與水有關，幾乎有水的地方，就有龍的存在。就連井中都有井龍王。這樣看來，龍也不是稀有之物。法喜寺的和尚曾用土堆出一條龍，後來竟成為了真龍。後來和尚擔心它出去惹事…,Neither
RT : 三星堆挖出来，觉果发现号称上下五千年的文明古国居然是伊朗人或者印度人传进来的，估计又有人心要碎了,Neither
只要有黑畜的地方就不适合生活,Hate-speech
今朝同李秀貝講去到嘉豐門口wendy隻門口狗唔開門比大陸人楊清恭 ,Neither
怎么摇身一变都成亚裔了畜生又准备混到人堆里去了？支那人真有一套。,Hate-speech
喜歡自己比較重要,Neither
告诉这个日本鬼子，世界再怎么看不起中国，台湾省始终是中国人民共和国的领土！武统之日，你这垃圾最好刨腹自尽！,Hate-speech
那必须啊，佛渡有缘人，里面也有小和尚呢,Neither
三次元和网络上的日本人是两个样子，而且也是什么样的人都有啦。,Neither
強國人牛🐮………,Neither
好吧，矮黑雜種。,Hate-speech
总会有的！,Neither
剛接起來的時候是紳士鼠鼠只要被誇就破甲超級可愛（…,Neither
过度的敬语侧面体现了日本人有小礼而无大义,Neither
RT : 這就是支那人每天看的新聞 ,Abusive-only
大家来看看惊现印度阿三低种姓狗子出没。,Hate-speech
還是空空説得對，信息時代看左媒的人們，大多只能放大看到民主國家的污點和sh*thole國家的閃光點。們鬼佬認識上正邪勢力顛倒，再加上新左派哲學入腦天天SJW鬥鬥鬥，窩只好說 We live in a clown world. ,Abusive-only
小日本、日本鬼子、蘿卜頭，看來這些蔑稱會俾中國世世代代叫下去,Neither
那个鬼佬脑筋不转弯，我肯定会往大门里钻，而不会往马路上跑，让开车的放手来撞,Abusive-only
日本人好聰明，我明明send google drive link俾你因為檔案太大，佢地係都要係啲外部網站道upload file send俾人啱啱仲問我: 個file咁大，即係我一定要用giga file send喇其實你可以… ,Neither
别尬黑，人家是日本鬼子的狗,Hate-speech
地球上没有一个比轮子和台蛙更知道狗的含义了,Hate-speech
RT : 不是及川的幸运日😵‍💫 ,Neither
估计就是因为涉及了权利被中共铁拳锤死了。这年头国内的传销组织比法轮功邪乎的多得是，根本懒得管。,Neither
🤣太可怕…美国现在不可以只有白人学校、黑人、亚洲人学校吧…,Neither
RT : 我又可以跟子瑜聊天了🥺雖然只有10秒而已還是很開心又感動🥰#TZUYU #쯔위 #子瑜 #ツウィ ,Neither
不太适合跟台湾绿蛙摆事实讲道理。只有一句话，如果想独立，你让蔡英文公开宣布试试看。而大陆觉得台湾位置比较重要，所以必须拿下。所以我们正在全面… ,Abusive-only
不喜欢那个印度胖娃，看他赚中国人的钱就不舒服。,Neither
轮子太可笑了,Neither
"在美国与欧洲,大个子黑人只怕阿拉伯与波斯口音的”大胡子”穆斯林,白人”红脖子”他们照打不误,后者几乎都是事后嘴炮还击.美国华裔,一边倒站在了”白色”一边,可白色依然破口大骂—够贱的恐惧链:黑人怕大胡子穆斯林,白人怕… ",Neither
這是責任,Neither
別人遠距變胖 我遠距變瘦是怎樣🤣,Neither
“就你个穷比样还好意思发这个？全世界就他妈你最脏，别乱狗叫了好不好，快回家啃脚丫子去” 就你们那种姓制度很了不起吗？底层人民过得啥生活你们心里没点数吗？你们印度阿三哪来的优越感？牛尿和恒河水喝多了？,Hate-speech
台巴賤畜彼此彼此啦,Hate-speech
哪里都有差别存在。如果你在白人的英语国家生活你就会知道了。和西方国家相比，在职场上新疆的所谓“差别”简直称不上差别了！,Neither
最近blued上面好多印度佬在撩人....我发先都是因为我用户名里有个“married”...,Neither
台蛙诈骗集团🐸 ,Abusive-only
老人院都就黎入得 仲扮學生妹 ,Neither
性感裸比最新款，搶先日本官網開賣GX3限量夏日螢光元素短褲難得一見的速乾短褲，加上霓虹設計一件900元免運，全館滿千現折100元有三色: 黑色、黃色、灰色，售完不補超商取貨付款最方便… ,Neither
你觉得英国人到非洲看见黑人什么感觉?,Neither
广西黑鬼，长得跟猴子一样，你祖先在越南，去越南找你家阿公，矮冬瓜，黑炭头，广西辣鸡,Hate-speech
